,Timestamp,InventoryType,Ad - Length,Ad- Width,Ad Size,Ad Type,Platform,Device Type,Format,Available_Impressions,Matched_Queries,Impressions,Clicks,Spend,Fee,Revenue,CTR,CPM,CPC,Kmeans_Clusters
10227,2020-11-8-0,Format6,336,250,84000,Inter222,Video,Desktop,Display,2467698,972320,900342,3872,1706.45,0.35,1109.19,0.4300587998782685,1.895335328130866,0.4407153925619835,0
10228,2020-10-18-16,Format3,480,70,33600,Inter222,Video,Desktop,Video,2699243,1000204,925372,5899,1706.49,0.35,1109.22,0.6374733620641213,1.8441124218152267,0.28928462451262926,0
10229,2020-11-9-14,Format6,336,250,84000,Inter226,Web,Mobile,Display,3315892,1298839,1223561,6169,1706.68,0.35,1109.34,0.5041840987086055,1.3948466811217424,0.2766542389366186,0
10230,2020-9-18-1,Format1,300,250,75000,Inter218,App,Mobile,Display,1827877,1222702,1189959,2525,1706.75,0.35,1109.39,0.21219218477275267,1.4342931143005768,0.675940594059406,0
10231,2020-9-28-16,Format5,720,300,216000,Inter217,Web,Desktop,Video,381909,213913,179926,19883,1706.85,0.35,1109.45,11.050654157820437,9.48639996442982,0.08584469144495296,4
10232,2020-9-9-16,Format5,720,300,216000,Inter225,Video,Mobile,Display,338661,187697,162725,19748,1706.91,0.35,1109.49,12.135811952680903,10.48953756337379,0.0864345756532307,4
10233,2020-10-12-12,Format6,336,250,84000,Inter227,App,Mobile,Video,376005,208215,177632,21500,1706.92,0.35,1109.5,12.10367501351108,9.609304629796434,0.07939162790697675,4
10234,2020-9-10-17,Format6,336,250,84000,Inter227,App,Mobile,Display,1821412,906337,873583,4728,1707.01,0.35,1109.55,0.5412193231782212,1.9540329882793048,0.3610427241962775,0
10235,2020-10-31-2,Format6,336,250,84000,Inter223,Web,Mobile,Display,1597702,1041139,1009994,2491,1707.0,0.35,1109.55,0.246635128525516,1.6901090501527731,0.6852669610598153,0
10236,2020-10-16-16,Format7,300,600,180000,Inter221,App,Mobile,Video,2397470,969730,901382,5648,1707.25,0.35,1109.71,0.6265933865996881,1.8940360468702502,0.30227514164305946,0
10237,2020-9-12-18,Format3,480,70,33600,Inter224,Web,Desktop,Video,1731202,912882,884069,5088,1707.26,0.35,1109.72,0.5755206889959946,1.9311388590709548,0.33554638364779876,0
10238,2020-11-11-17,Format3,480,70,33600,Inter224,Web,Desktop,Display,1989404,979669,934123,4747,1707.67,0.35,1109.99,0.5081771886571683,1.8280997256249982,0.3597366757952391,0
10239,2020-9-5-16,Format6,336,250,84000,Inter224,Web,Desktop,Display,1500482,770254,728754,4625,1708.17,0.35,1110.31,0.634644887026349,2.3439596901011863,0.36933405405405406,0
10240,2020-9-5-11,Format3,480,70,33600,inter230,Video,Mobile,Display,1759659,836006,774523,4494,1708.31,0.35,1110.4,0.5802280887720571,2.205628496506882,0.3801312861593235,0
10241,2020-10-26-17,Format3,480,70,33600,Inter224,Web,Desktop,Display,3192174,1171025,1089295,6728,1708.34,0.35,1110.42,0.6176471938272002,1.56829876204334,0.25391498216409036,0
10242,2020-9-30-14,Format3,480,70,33600,Inter219,Video,Desktop,Video,2275706,860424,769659,6262,1708.47,0.35,1110.5,0.813607064946944,2.219775251117703,0.27283136378153944,0
10243,2020-9-4-6,Format1,300,250,75000,Inter225,Video,Mobile,Video,1609458,889223,872406,1934,1708.79,0.35,1110.71,0.22168577474249376,1.9587095916350872,0.8835522233712513,0
10244,2020-10-5-12,Format3,480,70,33600,Inter227,App,Mobile,Video,2544430,845384,789096,5770,1709.04,0.35,1110.87,0.7312164806310005,2.1658201283494023,0.2961941074523397,0
10245,2020-11-4-17,Format5,720,300,216000,Inter218,App,Mobile,Display,424623,221939,181309,23334,1709.11,0.35,1110.92,12.869741711663513,9.426503924239833,0.07324547870060855,4
10246,2020-11-22-14,Format3,480,70,33600,inter230,Video,Mobile,Display,1583709,858933,827841,4007,1709.1,0.35,1110.92,0.4840301458855022,2.0645268837856547,0.4265285749937609,0
10247,2020-10-3-0,Format5,720,300,216000,Inter218,App,Mobile,Video,205840,145530,128805,14249,1709.15,0.35,1110.95,11.062458755483094,13.2692830247273,0.11994876833461998,4
10248,2020-11-15-20,Format6,336,250,84000,inter230,Video,Mobile,Video,485607,229532,180831,21459,1709.5,0.35,1111.17,11.866881231647229,9.453578202852386,0.079663544433571,4
10249,2020-11-17-11,Format5,720,300,216000,Inter226,Web,Mobile,Display,212424,151779,123141,16720,1709.51,0.35,1111.18,13.5779309896785,13.882541152012735,0.10224342105263158,4
10250,2020-10-16-2,Format1,300,250,75000,Inter228,Video,Mobile,Video,1492476,1009095,967844,2605,1709.58,0.35,1111.23,0.2691549464583135,1.7663797058203594,0.6562687140115163,0
10251,2020-10-23-5,Format1,300,250,75000,Inter218,App,Mobile,Video,1425451,882317,860740,2222,1709.66,0.35,1111.28,0.2581499639844785,1.9862676301786835,0.7694239423942395,0
10252,2020-11-16-6,Format4,120,600,72000,Inter224,Web,Desktop,Display,129466,98974,83348,10408,1709.9,0.35,1111.44,12.487402217209771,20.515189326678506,0.16428708685626442,1
10253,2020-9-22-4,Format2,728,90,65520,Inter223,Web,Mobile,Video,1802428,1069210,1029317,1108,1710.05,0.35,1111.53,0.10764419513133466,1.6613443671871737,1.5433664259927797,0
10254,2020-10-25-15,Format3,480,70,33600,Inter226,Web,Mobile,Video,2650884,1008856,934895,6659,1710.12,0.35,1111.58,0.7122725011899732,1.8292107669845274,0.25681333533563594,0
10255,2020-11-23-6,Format6,336,250,84000,Inter221,App,Mobile,Display,160461,111350,92087,11371,1710.47,0.35,1111.81,12.34810559579528,18.574500200896978,0.15042388532231116,4
10256,2020-9-27-11,Format6,336,250,84000,Inter221,App,Mobile,Display,1333901,721454,679517,5020,1710.6,0.35,1111.89,0.7387600310220348,2.5173763128810607,0.34075697211155376,0
10257,2020-11-20-12,Format5,720,300,216000,Inter229,Video,Desktop,Video,217465,147494,115256,15532,1710.84,0.35,1112.04,13.47608801277157,14.843825917956549,0.11014936904455318,4
10258,2020-9-29-18,Format3,480,70,33600,Inter219,Video,Desktop,Display,2081197,919294,874461,5777,1711.04,0.35,1112.18,0.6606355229106844,1.9566796003481,0.29618140903583173,0
10259,2020-9-20-19,Format5,720,300,216000,inter230,Video,Mobile,Display,483977,233045,202170,24997,1711.1,0.35,1112.21,12.364346836820497,8.463669189296136,0.06845221426571188,4
10260,2020-10-23-12,Format3,480,70,33600,Inter218,App,Mobile,Video,1954760,947373,888768,4484,1711.14,0.35,1112.24,0.5045186145315763,1.9252943400302442,0.38161016949152543,0
10261,2020-9-25-17,Format3,480,70,33600,Inter224,Web,Desktop,Video,1735385,886438,835761,5511,1711.35,0.35,1112.38,0.6593990387203997,2.047654772117866,0.31053347849755036,0
10262,2020-10-23-11,Format6,336,250,84000,Inter220,Web,Mobile,Display,1870066,854462,798860,4191,1711.63,0.35,1112.56,0.524622587186741,2.1425906917357236,0.4084061083273682,0
10263,2020-9-22-5,Format1,300,250,75000,Inter218,App,Mobile,Video,1476774,947250,916378,2476,1711.65,0.35,1112.57,0.2701941775119001,1.867842746115686,0.6912964458804524,0
10264,2020-11-11-5,Format1,300,250,75000,Inter226,Web,Mobile,Video,1628709,897249,867270,2096,1712.05,0.35,1112.83,0.2416779088403842,1.9740680526249035,0.816817748091603,0
10265,2020-9-16-20,Format3,480,70,33600,Inter220,Web,Mobile,Video,4344940,1345727,1255111,8462,1712.11,0.35,1112.87,0.6742033174755062,1.3641104252930616,0.20232923658709523,0
10266,2020-9-26-13,Format3,480,70,33600,Inter220,Web,Mobile,Video,2150673,941358,860897,5797,1712.13,0.35,1112.89,0.6733674295531289,1.9887744991561127,0.2953475935828877,0
10267,2020-9-23-10,Format3,480,70,33600,Inter229,Video,Desktop,Display,2137113,850493,788251,5292,1712.16,0.35,1112.9,0.6713597572346879,2.172100003679031,0.3235374149659864,0
10268,2020-10-2-4,Format2,728,90,65520,Inter225,Video,Mobile,Display,2296382,1213334,1160750,1139,1712.56,0.35,1113.16,0.09812621150118458,1.4753909110488908,1.5035645302897278,0
10269,2020-9-6-17,Format3,480,70,33600,Inter229,Video,Desktop,Display,2060013,956234,904095,5302,1712.71,0.35,1113.26,0.5864427963875478,1.894391629198259,0.3230309317238778,0
10270,2020-10-30-12,Format3,480,70,33600,inter230,Video,Mobile,Display,2229368,1097353,1042207,4345,1712.86,0.35,1113.36,0.41690374369007305,1.6434930872657734,0.3942140391254315,0
10271,2020-9-14-21,Format5,720,300,216000,Inter222,Video,Desktop,Video,478722,222886,196852,24666,1713.56,0.35,1113.81,12.530225753357852,8.704813768719648,0.06947052623043866,4
10272,2020-11-21-15,Format5,720,300,216000,Inter221,App,Mobile,Video,304029,190005,149588,20486,1713.64,0.35,1113.87,13.694948792683906,11.455731743187958,0.08364932148784536,4
10273,2020-10-12-20,Format3,480,70,33600,Inter222,Video,Desktop,Video,2895233,1320046,1265018,6386,1713.65,0.35,1113.87,0.5048149512497055,1.354644756042997,0.26834481678672095,0
10274,2020-11-17-8,Format5,720,300,216000,Inter218,App,Mobile,Display,209969,144225,122149,16330,1714.7,0.35,1114.56,13.368918288320003,14.037773538874653,0.10500306184935701,4
10275,2020-9-11-20,Format5,720,300,216000,Inter226,Web,Mobile,Display,511504,236641,200806,19837,1714.78,0.35,1114.61,9.878688883798292,8.539485871936098,0.08644351464435146,4
10276,2020-11-6-7,Format6,336,250,84000,Inter227,App,Mobile,Video,1093793,628740,603624,2851,1715.36,0.35,1114.98,0.4723138907664374,2.8417690482817117,0.601669589617678,0
10277,2020-9-24-13,Format3,480,70,33600,Inter227,App,Mobile,Video,2253177,928304,861099,6306,1715.38,0.35,1115.0,0.732319977145485,1.9920822112207774,0.272023469711386,0
10278,2020-9-6-13,Format7,300,600,180000,inter230,Video,Mobile,Video,359072,205016,168001,18285,1715.57,0.35,1115.12,10.88386378652508,10.21166540675353,0.09382389937106918,4
10279,2020-10-6-17,Format3,480,70,33600,Inter227,App,Mobile,Display,3024681,1022831,957437,6456,1715.84,0.35,1115.3,0.6743002411646928,1.7921179148079716,0.2657744733581165,0
10280,2020-9-2-19,Format5,720,300,216000,Inter222,Video,Desktop,Display,476921,231185,193728,22091,1716.53,0.35,1115.74,11.403101255368352,8.860515774694417,0.0777026843510932,4
10281,2020-9-14-10,Format6,336,250,84000,Inter218,App,Mobile,Video,355017,194190,167349,17746,1716.59,0.35,1115.78,10.60418646063018,10.257545608279703,0.09673109433111687,4
10282,2020-10-10-17,Format5,720,300,216000,Inter229,Video,Desktop,Display,443486,228367,184271,19384,1716.9,0.35,1115.99,10.519289524667473,9.317255563816335,0.08857304993809327,4
10283,2020-11-21-14,Format3,480,70,33600,Inter225,Video,Mobile,Video,2282527,1013626,965984,4219,1716.94,0.35,1116.01,0.43675671646735353,1.7774000397522112,0.4069542545626926,0
10284,2020-10-27-13,Format3,480,70,33600,Inter223,Web,Mobile,Video,2224967,882368,825338,4974,1717.07,0.35,1116.1,0.6026621820393584,2.0804446178414175,0.34520908725371935,0
10285,2020-11-22-16,Format3,480,70,33600,Inter227,App,Mobile,Display,2797227,1113357,1054554,5448,1717.17,0.35,1116.16,0.5166165032800596,1.628337666918906,0.31519273127753306,0
10286,2020-9-15-21,Format5,720,300,216000,Inter228,Video,Mobile,Display,464696,225026,198211,23883,1717.52,0.35,1116.39,12.049280816907235,8.66510940361534,0.07191391366243771,4
10287,2020-10-5-18,Format5,720,300,216000,Inter223,Web,Mobile,Video,366335,206232,172985,19598,1717.56,0.35,1116.41,11.32930600919155,9.928953377460473,0.08763955505663842,4
10288,2020-9-8-13,Format3,480,70,33600,Inter226,Web,Mobile,Video,2105008,926514,868182,4605,1717.67,0.35,1116.49,0.5304187370850812,1.9784676484884507,0.37300108577633007,0
10289,2020-9-13-18,Format7,300,600,180000,Inter225,Video,Mobile,Display,3041226,1010211,939559,7417,1717.89,0.35,1116.63,0.7894129054162644,1.8284003452683653,0.23161520830524474,0
10290,2020-9-12-18,Format7,300,600,180000,Inter227,App,Mobile,Display,415355,211556,178920,16534,1718.24,0.35,1116.86,9.241001564945227,9.603398166778447,0.10392161606386839,4
10291,2020-9-30-18,Format3,480,70,33600,Inter217,Web,Desktop,Video,2046275,964016,918349,5825,1718.41,0.35,1116.97,0.6342904494914243,1.8711949378722033,0.295006008583691,0
10292,2020-9-15-8,Format3,480,70,33600,Inter218,App,Mobile,Video,982217,598476,577703,3331,1718.56,0.35,1117.06,0.5765938553201212,2.974815779042172,0.5159291504052836,0
10293,2020-10-2-16,Format5,720,300,216000,inter230,Video,Mobile,Video,389974,216881,188700,22250,1718.68,0.35,1117.14,11.791202967673556,9.108002119766825,0.07724404494382023,4
10294,2020-9-24-17,Format3,480,70,33600,Inter227,App,Mobile,Display,1680618,841844,796598,5081,1718.7,0.35,1117.16,0.637837403558633,2.157549981295459,0.3382601850029522,0
10295,2020-10-9-10,Format3,480,70,33600,Inter219,Video,Desktop,Display,1699434,692060,652760,3704,1719.88,0.35,1117.92,0.567436730191801,2.6347815429867025,0.46433045356371494,0
10296,2020-9-5-9,Format7,300,600,180000,Inter222,Video,Desktop,Display,157475,121980,107045,16078,1719.9,0.35,1117.93,15.019851464337428,16.06707459479658,0.10697226023137206,4
10297,2020-9-23-10,Format5,720,300,216000,inter230,Video,Mobile,Display,288249,179012,156916,18593,1719.9,0.35,1117.94,11.849014759489153,10.960641362257514,0.09250255472489648,4
10298,2020-10-19-22,Format5,720,300,216000,Inter223,Web,Mobile,Video,699727,270978,227385,22613,1719.97,0.35,1117.98,9.944807265210986,7.56413131912835,0.07606111528766639,4
10299,2020-11-5-16,Format3,480,70,33600,Inter229,Video,Desktop,Display,1756650,943827,901222,4890,1720.06,0.35,1118.04,0.5425966077170775,1.9085863416561069,0.3517505112474438,0
10300,2020-9-30-19,Format3,480,70,33600,Inter224,Web,Desktop,Display,2526778,1136230,1085120,6426,1720.13,0.35,1118.09,0.5921925685638455,1.5851979504570923,0.26768285091814503,0
10301,2020-11-24-6,Format7,300,600,180000,Inter222,Video,Desktop,Video,1800408,877005,853162,1972,1720.21,0.35,1118.13,0.2311401586099709,2.016275924150396,0.872317444219067,0
10302,2020-10-6-22,Format5,720,300,216000,Inter227,App,Mobile,Video,465289,226293,197922,23615,1720.23,0.35,1118.15,11.931467952021503,8.69145420923394,0.07284480203260639,4
10303,2020-10-14-7,Format7,300,600,180000,Inter224,Web,Desktop,Video,199286,139377,121015,16939,1720.62,0.35,1118.41,13.997438334090814,14.218237408585711,0.10157742487750161,4
10304,2020-10-30-10,Format5,720,300,216000,Inter224,Web,Desktop,Display,155325,109998,93843,17082,1720.9,0.35,1118.58,18.20274287906397,18.33807529597306,0.10074347266128089,4
10305,2020-10-14-16,Format7,300,600,180000,Inter217,Web,Desktop,Display,390359,201393,164046,17297,1721.18,0.35,1118.77,10.543993757848408,10.492057105933702,0.09950742903393653,4
10306,2020-11-2-20,Format3,480,70,33600,Inter222,Video,Desktop,Video,4408459,1444824,1362587,6645,1721.25,0.35,1118.81,0.4876752823856385,1.2632220915068175,0.2590293453724605,0
10307,2020-11-18-13,Format3,480,70,33600,Inter223,Web,Mobile,Display,2357949,1063251,1001321,5206,1721.63,0.35,1119.06,0.5199131946698412,1.7193587271214728,0.3307011140991164,0
10308,2020-9-26-14,Format3,480,70,33600,inter230,Video,Mobile,Display,2157479,937807,853048,6001,1721.77,0.35,1119.15,0.7034774127598915,2.0183741125938983,0.2869138476920513,0
10309,2020-10-1-3,Format4,120,600,72000,Inter229,Video,Desktop,Video,153675,117831,98357,13498,1721.93,0.35,1119.25,13.723476722551522,17.506939007899796,0.1275692695214106,1
10310,2020-10-9-15,Format3,480,70,33600,inter230,Video,Mobile,Video,1899889,755771,704984,4487,1722.17,0.35,1119.41,0.636468345380888,2.442849766803218,0.38381323824381547,0
10311,2020-9-19-20,Format5,720,300,216000,Inter220,Web,Mobile,Video,457395,237437,196228,19406,1722.38,0.35,1119.55,9.889516276983917,8.777442566810038,0.08875502421931362,4
10312,2020-9-12-19,Format3,480,70,33600,Inter219,Video,Desktop,Video,2152517,1072035,1039814,5404,1722.48,0.35,1119.61,0.5197083324517654,1.6565270327193133,0.3187416728349371,0
10313,2020-10-23-8,Format5,720,300,216000,Inter222,Video,Desktop,Video,220820,149734,127723,14528,1722.75,0.35,1119.79,11.374615378592736,13.488173625736946,0.11858136013215859,4
10314,2020-9-23-16,Format5,720,300,216000,Inter226,Web,Mobile,Display,349459,196704,171898,21685,1722.97,0.35,1119.93,12.615039151124504,10.023211439341935,0.07945446160940743,4
10315,2020-9-7-17,Format3,480,70,33600,Inter224,Web,Desktop,Video,2172189,1001019,952585,5409,1723.35,0.35,1120.18,0.5678233438485805,1.8091298939202276,0.31860787576261784,0
10316,2020-9-6-17,Format6,336,250,84000,Inter226,Web,Mobile,Display,2942498,1183594,1098343,6759,1723.78,0.35,1120.46,0.6153815338195809,1.5694368699031176,0.25503476845687234,0
10317,2020-10-29-21,Format3,480,70,33600,Inter223,Web,Mobile,Display,4089993,1337959,1243415,6506,1723.9,0.35,1120.54,0.5232364094047443,1.3864236799459553,0.264970796188134,0
10318,2020-9-18-9,Format3,480,70,33600,Inter221,App,Mobile,Video,1872460,845628,796856,4244,1724.02,0.35,1120.61,0.5325930908470288,2.1635276637184133,0.4062252591894439,0
10319,2020-10-25-22,Format5,720,300,216000,inter230,Video,Mobile,Video,621382,255051,205376,21984,1724.22,0.35,1120.74,10.704269242754751,8.39543081956996,0.07843067685589519,4
10320,2020-10-8-9,Format3,480,70,33600,inter230,Video,Mobile,Display,1747149,697169,650594,3816,1724.56,0.35,1120.96,0.5865409149177522,2.650746855950101,0.4519287211740042,0
10321,2020-9-26-7,Format3,480,70,33600,Inter227,App,Mobile,Display,1023265,630409,600778,3648,1724.86,0.35,1121.16,0.6072126476002783,2.8710438797692324,0.47282346491228067,0
10322,2020-9-27-17,Format6,336,250,84000,Inter218,App,Mobile,Display,1690743,807772,766584,5252,1725.11,0.35,1121.32,0.6851173517840184,2.2503861285912565,0.32846725057121096,0
10323,2020-10-14-15,Format7,300,600,180000,Inter229,Video,Desktop,Display,2166542,806998,750237,4799,1725.22,0.35,1121.4,0.6396645326743415,2.2995666702655297,0.3594957282767243,0
10324,2020-9-25-7,Format5,720,300,216000,Inter220,Web,Mobile,Video,193645,139278,122040,17648,1725.49,0.35,1121.57,14.460832513929859,14.138725008194035,0.09777255213055304,4
10325,2020-11-15-20,Format3,480,70,33600,Inter218,App,Mobile,Video,3789345,1316988,1223047,7175,1726.08,0.35,1121.95,0.5866495727474087,1.411294905265292,0.24056864111498258,0
10326,2020-11-1-17,Format3,480,70,33600,Inter222,Video,Desktop,Video,3154715,1132072,1062290,5847,1726.46,0.35,1122.2,0.5504146701936383,1.6252247503035895,0.29527278946468277,0
10327,2020-10-3-18,Format5,720,300,216000,Inter227,App,Mobile,Video,401936,212897,178231,18848,1726.57,0.35,1122.27,10.575040256745458,9.687259792067598,0.09160494482173175,4
10328,2020-10-4-7,Format5,720,300,216000,Inter229,Video,Desktop,Video,202356,145828,128424,20030,1726.65,0.35,1122.32,15.59677318881206,13.44491683797421,0.08620319520718922,4
10329,2020-10-7-7,Format4,120,600,72000,inter230,Video,Mobile,Display,186617,130748,110037,14879,1726.7,0.35,1122.35,13.52181538936903,15.691994510937231,0.11604946568989852,1
10330,2020-9-20-11,Format5,720,300,216000,Inter224,Web,Desktop,Video,376690,200130,167023,19166,1726.76,0.35,1122.39,11.475066308232998,10.338456380259005,0.09009495982468955,4
10331,2020-10-30-18,Format3,480,70,33600,Inter219,Video,Desktop,Display,1776906,926737,884702,4680,1726.95,0.35,1122.51,0.528991683075205,1.9520132202707805,0.3690064102564103,0
10332,2020-9-17-19,Format5,720,300,216000,Inter220,Web,Mobile,Display,490960,239553,202050,20087,1726.95,0.35,1122.52,9.941598614204405,8.547141796585004,0.08597351520884154,4
10333,2020-9-21-11,Format3,480,70,33600,Inter221,App,Mobile,Video,1533253,767387,725463,4937,1727.23,0.35,1122.7,0.6805309161183961,2.3808657367777544,0.34985416244683004,0
10334,2020-10-3-17,Format3,480,70,33600,Inter225,Video,Mobile,Display,2646412,936607,865444,6516,1727.55,0.35,1122.91,0.7529083337570079,1.996143020230078,0.26512430939226517,0
10335,2020-9-4-6,Format4,120,600,72000,Inter219,Video,Desktop,Display,110056,94137,80220,11391,1727.6,0.35,1122.94,14.199700822737471,21.535776614310645,0.1516635940654903,1
10336,2020-11-20-10,Format5,720,300,216000,Inter220,Web,Mobile,Display,222794,149874,121501,17461,1727.6,0.35,1122.94,14.371075135184071,14.21881301388466,0.09894049596243056,4
10337,2020-10-22-16,Format5,720,300,216000,Inter225,Video,Mobile,Video,387925,219898,180567,17093,1727.75,0.35,1123.03,9.466292290396362,9.568470429258944,0.1010793892236588,4
10338,2020-10-24-8,Format5,720,300,216000,inter230,Video,Mobile,Video,237154,154538,129904,15295,1727.78,0.35,1123.06,11.774079320113314,13.300437245966252,0.11296371363190585,4
10339,2020-11-11-9,Format5,720,300,216000,Inter225,Video,Mobile,Video,212112,148104,124256,15266,1728.58,0.35,1123.58,12.285925830543395,13.911440896214266,0.11323070876457486,4
10340,2020-10-11-17,Format3,480,70,33600,inter230,Video,Mobile,Video,2653298,1056363,992405,5949,1728.9,0.35,1123.79,0.59945284435286,1.742131488656345,0.29062027231467474,0
10341,2020-9-17-18,Format3,480,70,33600,inter230,Video,Mobile,Display,2015782,1003288,957105,5507,1729.97,0.35,1124.48,0.5753809665606178,1.8075028340673178,0.31414018521881243,0
10342,2020-10-24-16,Format3,480,70,33600,Inter221,App,Mobile,Display,2492791,969150,897036,6172,1730.41,0.35,1124.77,0.6880437351455237,1.9290307189455052,0.28036454957874274,0
10343,2020-10-11-11,Format5,720,300,216000,Inter228,Video,Mobile,Display,414144,217349,172643,19146,1730.46,0.35,1124.8,11.089937037702079,10.023342967858529,0.09038232528987779,4
10344,2020-11-18-0,Format3,480,70,33600,Inter219,Video,Desktop,Video,2437459,1146123,1072044,3873,1730.52,0.35,1124.84,0.36127248508456744,1.614224789281037,0.44681642137877614,0
10345,2020-10-28-17,Format5,720,300,216000,Inter220,Web,Mobile,Video,469775,228630,188475,21294,1730.62,0.35,1124.9,11.298050139275766,9.182225759384533,0.08127265896496665,4
10346,2020-11-16-19,Format3,480,70,33600,Inter220,Web,Mobile,Video,3986005,1426105,1335669,6803,1730.77,0.35,1125.0,0.5093327763091006,1.295807569090845,0.2544127590768778,0
10347,2020-10-31-20,Format3,480,70,33600,Inter221,App,Mobile,Video,2317676,1053418,1005554,5390,1731.27,0.35,1125.32,0.5360229286542543,1.7217076357908179,0.3212003710575139,0
10348,2020-9-17-8,Format3,480,70,33600,Inter225,Video,Mobile,Display,1077599,657676,635415,3258,1731.74,0.35,1125.63,0.5127357711102193,2.7253684599828456,0.5315346838551258,0
10349,2020-9-10-16,Format3,480,70,33600,Inter222,Video,Desktop,Display,2542196,1088122,1016953,6001,1732.19,0.35,1125.92,0.5900961008030853,1.7033137224630834,0.28865022496250625,0
10350,2020-9-14-6,Format1,300,250,75000,Inter218,App,Mobile,Video,1600380,840369,821588,2103,1732.43,0.35,1126.08,0.2559677113102918,2.1086359586556767,0.8237898240608654,0
10351,2020-9-24-11,Format3,480,70,33600,Inter223,Web,Mobile,Display,1068344,620877,584292,4104,1732.5,0.35,1126.12,0.7023885317615165,2.9651270255283317,0.42214912280701755,0
10352,2020-9-19-9,Format3,480,70,33600,Inter225,Video,Mobile,Video,1938354,870944,821006,4767,1732.53,0.35,1126.15,0.5806291306031868,2.110252543830374,0.3634424166142228,0
10353,2020-9-17-18,Format3,480,70,33600,Inter223,Web,Mobile,Display,3107551,1145023,1058116,6916,1733.02,0.35,1126.46,0.6536145375365272,1.6378355492214463,0.25058126084441873,0
10354,2020-10-27-3,Format4,120,600,72000,Inter222,Video,Desktop,Display,155275,119679,99258,12876,1733.11,0.35,1126.52,12.972254125612043,17.46065808297568,0.1346000310655483,1
10355,2020-11-24-7,Format6,336,250,84000,Inter220,Web,Mobile,Display,176208,125148,107069,15591,1733.2,0.35,1126.58,14.561637822338866,16.18769204905248,0.11116669873645052,4
10356,2020-11-17-9,Format5,720,300,216000,Inter222,Video,Desktop,Video,166406,125164,107577,18371,1733.26,0.35,1126.62,17.077070377497048,16.11180828615782,0.09434761308584182,4
10357,2020-9-13-11,Format5,720,300,216000,Inter217,Web,Desktop,Display,366703,199247,169494,18678,1733.93,0.35,1127.05,11.019859110056993,10.230037641450435,0.09283274440518258,4
10358,2020-11-3-11,Format6,336,250,84000,Inter226,Web,Mobile,Video,2183315,956360,902521,4291,1734.25,0.35,1127.27,0.4754460007024767,1.921561935954953,0.4041598694942904,0
10359,2020-10-10-18,Format3,480,70,33600,Inter218,App,Mobile,Video,1921029,927936,884107,5119,1734.31,0.35,1127.3,0.5790023153306104,1.961651700529461,0.3387985934752881,0
10360,2020-9-12-17,Format3,480,70,33600,Inter228,Video,Mobile,Display,2590932,1095554,1030773,6377,1734.33,0.35,1127.32,0.6186619168332892,1.6825528026054233,0.2719664419005802,0
10361,2020-10-11-4,Format4,120,600,72000,Inter219,Video,Desktop,Display,142159,106773,89022,13015,1734.34,0.35,1127.32,14.619981577587563,19.482150479656713,0.13325701114099114,1
10362,2020-10-4-10,Format3,480,70,33600,Inter217,Web,Desktop,Display,2424139,819272,759613,5586,1734.53,0.35,1127.44,0.7353744604160276,2.2834390669985902,0.31051378446115285,0
10363,2020-10-10-22,Format3,480,70,33600,Inter228,Video,Mobile,Display,3526758,1309338,1225546,6949,1734.55,0.35,1127.46,0.5670125805151337,1.4153283516081812,0.24961145488559505,0
10364,2020-9-21-10,Format5,720,300,216000,Inter222,Video,Desktop,Display,382384,202710,171175,19038,1734.76,0.35,1127.59,11.121951219512196,10.134423835256317,0.09112091606261162,4
10365,2020-9-13-12,Format3,480,70,33600,Inter219,Video,Desktop,Display,2294201,950181,890384,6040,1734.89,0.35,1127.68,0.678359000161728,1.9484739168718217,0.2872334437086093,0
10366,2020-9-14-3,Format7,300,600,180000,Inter217,Web,Desktop,Video,136047,114855,96843,13408,1735.11,0.35,1127.82,13.84508947471681,17.916731204113873,0.12940856205250595,4
10367,2020-11-21-18,Format3,480,70,33600,Inter220,Web,Mobile,Video,1765812,896680,856761,4591,1735.95,0.35,1128.37,0.53585539024302,2.0261776621484873,0.3781202352428665,0
10368,2020-11-22-15,Format5,720,300,216000,Inter229,Video,Desktop,Video,432418,225776,177709,25016,1736.23,0.35,1128.55,14.076946018490904,9.770073547203575,0.06940478094019828,4
10369,2020-9-3-20,Format3,480,70,33600,Inter219,Video,Desktop,Video,2686164,1281189,1213197,5963,1736.7,0.35,1128.85,0.4915112714587985,1.4315070017482734,0.2912460171054838,0
10370,2020-9-15-7,Format3,480,70,33600,Inter224,Web,Desktop,Display,941547,577186,554447,3185,1736.79,0.35,1128.92,0.5744462500473444,3.1324725356977314,0.5453029827315542,0
10371,2020-10-4-12,Format6,336,250,84000,Inter217,Web,Desktop,Display,363482,203576,169899,19655,1737.0,0.35,1129.05,11.568637837774206,10.223721151978529,0.08837445942508268,4
10372,2020-9-14-11,Format3,480,70,33600,Inter217,Web,Desktop,Video,1382328,708094,680835,4355,1737.12,0.35,1129.13,0.63965571687707,2.551455198396087,0.3988794489092996,0
10373,2020-9-25-10,Format3,480,70,33600,inter230,Video,Mobile,Display,1196476,656973,617270,4360,1737.12,0.35,1129.13,0.7063359631927681,2.8141980008748195,0.39842201834862384,0
10374,2020-11-18-8,Format5,720,300,216000,Inter224,Web,Desktop,Display,205223,144512,121475,16229,1737.49,0.35,1129.37,13.359950607120808,14.303272278246553,0.1070608170558876,4
